"hotel_name";"food_type";"location";"rating";"delivery_time";"offer_percentage";"offer_upto"
"Malvaniz";"Malwani, Seafood";"Malad Kan East";"4.1 ";"57";"0";"Not Available"
"Jayesh Food Centre";"Chinese";"Malad East";"4.1 ";"44";"0";"Not Available"
"The Hangout Pizza Hub";"Pizzas";"Malad West";"4.3 ";"57";"Not Available";"749"
"Royale Masterchef Finedine";"Indian, Chinese, Continental, Mexican, Lebanese";"Dahisar West";"4.5 ";"59";"10";"1500"
"Subramanian Snacks";"South Indian, Chinese, Fast Food, Arabian, Tandoor";"Goregaon";"3.8 ";"44";"Not Available";"999"
"Goaikar's goan Cuisine";"North Indian, Seafood, Snacks";"Borivali";"4.1 ";"41";"0";"Not Available"
"The Gratitude Kitchen";"Indian, Burgers, Snacks, Fast Food, Salads, Desserts";"Borivali";"4.3 ";"51";"Not Available";"999"
"KHA - Burgers, Fries, Fried Chicken";"Burgers, American, Fast Food";"Malad Kan West";"4.3 ";"47";"0";"Not Available"
"Hotel Sampoorna Samadhan (By Hotel Apala Samadhan)";"Malwani, Indian, North Indian, Chinese";"Borivali";"4.2 ";"53";"0";"Not Available"
"Zyka E Lajawab";"Chinese, Street Food, Indian, Kebabs, Tandoor";"Malad Kan West";"3.9 ";"65";"25";"125"
"Maldrin's Chinese Restaurant";"Chinese";"Malad West";"4.2 ";"53";"Not Available";"449"
"Mishmashbakery";"Bakery";"Jog Gor East";"4.7 ";"53";"Not Available";"999"
"Goan Katta";"Goan, Seafood, Indian, Beverages";"Dahisar";"4.3 ";"44";"0";"Not Available"
"The Moveable Feast";"North Indian, Chinese, Mughlai, Beverages, Biryani";"Borivali West";"4.3 ";"51";"Not Available";"999"
"Sisho - Oriental Pure Veg /Jain";"Chinese";"Jog Gor East";"4 ";"46";"0";"Not Available"
"Little West Pizza";"Pizzas, Italian, Beverages";"Dahisar";"4.3 ";"50";"Not Available";"749"
"Flavours 21";"Chinese, Lebanese, Biryani, Thai";"Malad East";"4 ";"42";"20";"700"
"Top Star";"Indian, Chinese, Tandoor, Biryani";"Kandivali West";"3.7 ";"49";"0";"Not Available"
"Fussion";"North Indian, Tandoor, Mughlai, Parsi, Indian, American, Desserts, Ice Cream";"Malad East";"3.7 ";"43";"Not Available";"449"
"Crab Kolambi Pomfret & More";"Maharashtrian, Seafood, Biryani, Desserts, Thalis";"PIMPRIPADA";"4.3 ";"54";"0";"Not Available"
"Amma's";"North Indian, Chinese, Tandoor, Beverages";"Chincholi Cross Road";"4.4 ";"46";"0";"Not Available"
"Classic Comfort";"Beverages, Indian, Chinese, South Indian, Fast Food";"Jog Gor East";"4.2 ";"49";"0";"Not Available"
"Papa'S Multi Cuisine";"Indian";"Malad Kan West";"4.1 ";"57";"0";"Not Available"
"Royal Challenge";"Indian, Chinese";"Goregaon";"4.6 ";"52";"0";"Not Available"
"The Game Ranch";"Pizzas, North Indian, Burgers, Asian, Chinese";"Malad Kan West";"4.4 ";"55";"60";"120"
"Bajrang Bhel Puri";"Snacks, Chaat";"Malad West";"4.3 ";"43";"0";"Not Available"
"Sapna Veg Restaurant";"North Indian, South Indian";"Malad West";"4.2 ";"48";"0";"Not Available"
"The Shawarma fellow";"Arabian";"Malad West";"4.2 ";"45";"Not Available";"999"
"Olive Bistro & Bar";"Indian, Italian";"Goregaon East";"4.1 ";"55";"Not Available";"799"
"Waffle Town";"Waffle, Desserts, Beverages";"Malad Kan West";"Not Available";"50";"0";"Not Available"
"Garden Court Restaurant";"Indian, Chinese";"Malad West";"4.3 ";"60";"0";"Not Available"
"Adelkars Kitchen";"Malwani";"Goregaon West";"4.4 ";"47";"0";"Not Available"
"Hill View";"Indian, Chinese";"Dahisar West";"4.3 ";"53";"0";"Not Available"
"70's Frogurt Hood";"Desserts, Ice Cream";"Malad West";"4.3 ";"48";"Not Available";"449"
"SMP Express";"Chinese, Tandoor, Indian, Continental";"Goregaon East";"4.4 ";"50";"Not Available";"449"
"Gupta Panipuri Center";"Chaat, Snacks";"Kandivali West";"4 ";"42";"0";"Not Available"
"Malad Marathi Katta";"Maharashtrian, Biryani, Indian";"Malad West";"4.1 ";"79";"40";"1000"
"Cream Lounge";"Snacks, Desserts, Beverages, Ice Cream";"Borivali West";"4.2 ";"42";"0";"Not Available"
"Lassi & Falooda Co";"Ice Cream, Beverages, Juices, Indian, Snacks, Healthy Food";"Malad West";"3.9 ";"56";"0";"Not Available"
"All About salads";"Continental, Healthy Food, Salads";"Malad Kan West";"3.9 ";"48";"Not Available";"599"
"Gorai Kinara";"Malwani, Chinese, North Indian, Beverages";"Borivali West";"4.2 ";"44";"0";"Not Available"
"High On Wok - Sassy N Saucy";"Asian, Chinese, Salads";"Aarey Road";"4.1 ";"48";"0";"Not Available"
"Flag's";"North Indian, Chinese, Italian, Thai, Mexican";"Malad West";"4.2 ";"47";"10";"1200"
"Namaskar";"Indian, Chinese, Tandoor, Biryani";"Borivali west";"4.6 ";"52";"10";"500"
"Neelams pride";"Chinese, Indian, Snacks";"Borivali West";"4.5 ";"49";"0";"Not Available"
"Natural Fresh Ice Cream";"Ice Cream, Beverages";"Malad Kan East";"3.5 ";"43";"0";"Not Available"
"Hotel Amantran";"Indian";"Malad Kan East";"4.2 ";"41";"0";"Not Available"
"Agent Jack's Bar";"Tandoor, Chinese, Pizzas, Salads, Indian, North Indian, Healthy Food, Pastas, Jain";"Borivali West";"4.2 ";"52";"0";"Not Available"
"New Chopsticks";"Chinese";"Kandivali East";"4.4 ";"31";"0";"Not Available"
"Sagar Sweets";"Sweets, Snacks, Bakery";"Borivali";"4.4 ";"30";"0";"Not Available"
"City Samosa";"Snacks, Beverages";"Malad Kan East";"3.9 ";"33";"0";"Not Available"
"Cake Basket";"Bakery, Desserts";"malad west ";"4.4 ";"27";"Not Available";"449"
"MovieMax";"Beverages, Burgers";"Malad Kan West";"Not Available";"39";"0";"Not Available"
"Welcome Fast Food";"Fast Food, Snacks";"Malad Kan East";"4.5 ";"33";"0";"Not Available"
"Haagen Dazs Ice Cream & Desserts";"Ice Cream, Desserts";"Matunga Wadala";"Not Available";"38";"Not Available";"399"
"Tea Square Bar";"Pizzas, Fast Food, Street Food, Juices, Beverages";"Malad Kan East";"4.4 ";"40";"0";"Not Available"
"Makabo By Juice Time";"North Indian, Chinese, Beverages";"Borivali";"4.3 ";"32";"Not Available";"449"
"New Sheetal Dugdhalaya";"Desserts, Sweets";"Malad Kan West";"4.6 ";"35";"0";"Not Available"
"Malvani swad";"Indian, North Indian";"Malad Kan East";"4.2 ";"41";"20";"50"
"Snack Shack";"North Indian, Snacks";"Borivali West";"4.4 ";"53";"0";"Not Available"
"Shanghai Kitchen";"Chinese, Asian, Thai, Seafood, Beverages";"Malad West";"4.1 ";"53";"0";"Not Available"
"Burrp Pizza";"Italian, Pizzas";"Malad Kan West";"4.3 ";"66";"Not Available";"399"
"American Pie - Butter Crust Pizza";"Pizzas, Italian, Pastas";"Malad Kan West";"4.6 ";"57";"60";"120"
"Pohewala";"Snacks, Fast Food";"Jog Gor West";"Not Available";"46";"0";"Not Available"
"Momo's Mealbox";"Chinese, Arabian, Fast Food, Burgers, Snacks, Pastas";"Borivali";"4.2 ";"43";"Not Available";"499"
"Love & Latte";"Beverages, Desserts, Cafe, Pizzas, Snacks, Waffle, Pastas";"Malad West";"4.2 ";"51";"Not Available";"449"
"Sardaar Ji";"North Indian, Snacks, Chinese, Desserts";"Malad Kan East";"4.3 ";"60";"0";"Not Available"
"Cake Heaven";"Bakery, Snacks";"Borivali";"3.5 ";"40";"0";"Not Available"
"Bamboo Kitchen";"North Indian, Chinese, Biryani, Indian, Tandoor, Thai, Continental";"Malad East";"3.7 ";"42";"40";"200"
"Lassi Wala";"Beverages";"Malad Kan West";"Not Available";"47";"25";"125"
"Dharma's Sandwich";"Italian, American, Grill, Pizzas, Pastas, Snacks, Beverages";"Borivali";"3.6 ";"48";"0";"Not Available"
"Hotel Ballaleshwar";"South Indian";"Malad East";"3.8 ";"43";"0";"Not Available"
"Baithack";"Beverages, Fast Food, Snacks, Burgers";"Malad Kan West";"3.7 ";"44";"Not Available";"499"
"Great Indian Meals";"Mangalorean, North Indian, South Indian, Malwani";"Goregaon";"3.8 ";"55";"15";"800"
"Gelato Italiano - Ice Cream";"Desserts, Ice Cream";"Goregaon East";"3.3 ";"41";"Not Available";"699"
"Brunch n Munch";"European, American, Continental, Italian";"Malad West";"4.5 ";"50";"0";"Not Available"
"Ruchi Restaurant";"Italian, Burgers, Pizzas, Pastas, Continental";"Gor East";"4.9 ";"59";"Not Available";"449"
"Farzi Cafe";"Indian";"Goregaon East";"4.2 ";"50";"Not Available";"799"
"Cococart";"Desserts, Sweets";"Jog Gor East";"4.6 ";"48";"Not Available";"899"
"Kings Kulfi";"Desserts";"Goregaon East";"4.7 ";"40";"0";"Not Available"
"6th Street Yogurt";"Desserts, Ice Cream";"Malad Kan West";"4.2 ";"55";"Not Available";"449"
"Diya's Kitchen";"South Indian, Snacks, Juices, Desserts";"Dahisar West";"4.3 ";"48";"20";"100"
"Shamazing Sugarfree Desserts";"Desserts, Ice Cream";"Evershine nagar";"4 ";"49";"10";"900"
"Rosh & Ron";"Chinese, Thai";"Bmc Colony";"4.2 ";"54";"15";"80"
"Sahara Hotel";"Chinese, Continental";"Goregaon East";"4.2 ";"45";"0";"Not Available"
"Vedant kitchen";"Indian";"Malad Kan East";"4.5 ";"44";"0";"Not Available"
"Chai Vibhaag";"Indian, Beverages, Snacks";"Aarey Road";"4.4 ";"44";"0";"Not Available"
"Potlibabas Kitchen";"Malwani, Biryani, Seafood, Salads";"Borivali";"4.2 ";"53";"0";"Not Available"
"Food Lord - The Dining Bar";"Chinese, Continental, Indian";"Borivali West";"4.3 ";"43";"10";"600"
"Sweet heart cakes and more";"Desserts";"Kandivali West";"3.6 ";"50";"Not Available";"999"
"Anna Dosa Point";"South Indian";"Goregaon West";"3.3 ";"46";"0";"Not Available"
"Joyful Pizza";"Pizzas, Italian, Desserts, Beverages";"Borivali";"4.1 ";"40";"Not Available";"449"
"The Chinese Corner";"Chinese, Lebanese";"Jog Gor East";"2.6 ";"50";"0";"Not Available"
"Bao Bao";"Asian, Chinese, Beverages";"Malad Kan West";"4.5 ";"49";"Not Available";"749"
"Egg Station";"Indian, Snacks";"Malad Kan West";"4.7 ";"50";"0";"Not Available"
"Purohit Sweets";"Sweets, Fast Food, Desserts";"Borivali";"4.5 ";"27";"Not Available";"999"
"Rajus fast food";"Fast Food";"Dahisar";"5 ";"33";"0";"Not Available"
"Yummy cake";"Bakery, Desserts";"Dahisar West";"4.1 ";"39";"0";"Not Available"
"Maxus Cakes";"Bakery";"Malad Kan West";"3.6 ";"30";"0";"Not Available"
"World Famous Paratha";"Indian, Beverages";"Borivali";"4.8 ";"35";"0";"Not Available"
"Swadesi Dairy Products";"Desserts, Sweets";"Kandivali West";"4.5 ";"30";"0";"Not Available"
"Detox Cold Pressed Juice Bar";"Beverages, Juices";"Dahisar East";"4.7 ";"35";"Not Available";"999"
"Sri Ram Kulfi And Ice Creams";"Desserts, Ice Cream";"Malad Kan West";"Not Available";"34";"0";"Not Available"
"Lavista Cake Shop";"Desserts";"Malad East";"3.4 ";"32";"0";"Not Available"
"Davat Fast Food";"Arabian, Chinese";"Malad Kan East";"4.5 ";"35";"20";"50"
"Golden Family Restaurant";"Continental, Oriental, Asian";"Borivali";"2.2 ";"37";"0";"Not Available"
"Ek Batta Do";"Beverages, Snacks, Burgers, Pastas";"Borivali";"4.5 ";"38";"0";"Not Available"
"Centre Point Dhaba";"North Indian, Chinese, Snacks";"Borivali";"4.3 ";"34";"10";"1000"
"Red Indian Sizzlers";"Pizzas, Chinese, Continental";"Kandivali West";"4.5 ";"37";"0";"Not Available"
"Brownie Point Cakes Shop Frenchaies";"Indian, Bakery, Desserts";"Borivali";"4.4 ";"26";"Not Available";"999"
"Super (Borivali)";"Chinese, Fast Food";"Dahisar";"4.3 ";"39";"0";"Not Available"
"The Italian Oven";"Pizzas";"Malad Kan West";"Not Available";"52";"Not Available";"999"
"Maa Laads Kitchen";"Home Food, Rajasthani, North Indian, Indian";"Malad West";"4 ";"75";"0";"Not Available"
"The Dragon House";"Chinese, Asian, Thai, Seafood";"Malad Kan West";"4.3 ";"51";"0";"Not Available"
"Crazy Dough Pizza";"Continental, Italian";"Borivali West";"4.1 ";"43";"0";"Not Available"
"Charlie's Chimney";"Chinese, Biryani";"Malad Kan West";"4 ";"43";"0";"Not Available"
"Panchmukhi";"Indian, North Indian, Chinese, Tandoor";"Rajan Pada";"4.6 ";"55";"0";"Not Available"
"Hotel Side Walk";"Indian, Chinese";"Dahisar East";"4.3 ";"40";"0";"Not Available"
"Rustam Darbar";"Chinese, North Indian, Mughlai";"Malad Kan West";"3.6 ";"48";"Not Available";"749"
"First Bytes Of Home";"Maharashtrian, Street Food, Fast Food";"Borivali";"4.4 ";"50";"0";"Not Available"
"Aadu's Kitchen";"Chinese, Thai, Indian, Snacks";"Kandivali East";"4.5 ";"41";"10";"1500"
"Pappis Kitchen";"Indian, Chinese";"Borivali West";"4.3 ";"42";"0";"Not Available"
"Hotel Kokan Kinara";"North Indian, Seafood, Chinese, Tandoor";"Borivali";"4.2 ";"53";"0";"Not Available"
"Urban Bawarchi";"Snacks, Biryani, Desserts";"Dahisar";"4.6 ";"45";"0";"Not Available"
"Bubble Tea (Badabing Badaboom)";"Beverages";"Malad Kan West";"4.3 ";"54";"0";"Not Available"
"Break Fast Choice";"Snacks";"Goregaon";"3.7 ";"56";"0";"Not Available"
"Al's Kitchen & Grill";"Indian, Chinese, Thai, Tandoor, Fast Food";"Malad West";"4.6 ";"54";"0";"Not Available"
"Geeta Z Veg Hub & Tiffin Service";"Indian, Snacks, North Indian";"Dahisar";"4.5 ";"48";"0";"Not Available"
"Q Fussion";"Chinese";"Borivali";"5 ";"58";"0";"Not Available"
"Urban Aladdin";"Tandoor, Mughlai, Chinese, Thai, Biryani, North Indian, Pizzas";"Malad West";"4.3 ";"54";"0";"Not Available"
"Sultanate Biryani By Purple Foods";"Biryani, North Indian, Indian";"Malad East";"Not Available";"45";"Not Available";"599"
"Royal Chinese Corner";"Chinese";"Dahisar";"3 ";"40";"0";"Not Available"
"Star Biryani";"Biryani";"Malad Kan East";"Not Available";"46";"0";"Not Available"
"Mad Over Momos";"Chinese";"Jog Gor East";"Not Available";"53";"0";"Not Available"
"Marhaba";"Chinese";"Malad Kan West";"4.6 ";"60";"0";"Not Available"
"Firangi Burgers";"Fast Food, Pizzas, Chinese, Beverages";"Jog Gor West";"Not Available";"52";"0";"Not Available"
"Huber And Holly";"Ice Cream, Desserts";"Malad West";"5 ";"50";"0";"Not Available"
"The Bihari Studio";"Indian";"Kandivali East Lokhandwala";"4.4 ";"51";"0";"Not Available"
"Franco's Pizzeria";"Pizzas, Pastas, Fast Food, Italian";"Kandivali West";"4.2 ";"40";"30";"150"
"Farmhouse Brass Anchor";"Asian, Continental";"Borivali";"4.4 ";"42";"0";"Not Available"
"Pednekar Kitchen";"Seafood";"Kandivali East";"3.9 ";"49";"0";"Not Available"
"The Fusion Express";"North Indian, Chinese, Tandoor, Biryani";"Kandivali";"4.1 ";"50";"30";"150"
"Olive Garden";"North Indian, Italian, Mexican";"Borivali West";"3.9 ";"40";"0";"Not Available"
"Has Juice & More";"South Indian, North Indian, Chinese, Desserts";"Goregaon East";"4.1 ";"42";"0";"Not Available"
"B for Biryani";"North Indian, Biryani, Kebabs, Chinese, Asian, Thai, Mughlai";"Malad West";"4.3 ";"55";"0";"Not Available"
"Kwanz";"Chinese, Indian, Biryani";"Malad Kan East";"4.6 ";"25";"0";"Not Available"
"Moyra Da";"Bengali, Sweets, Snacks";"Malad Kan East";"2.8 ";"17";"20";"50"
"Bhimji And Sons";"Sweets";"Malad Kan East";"Not Available";"13";"30";"75"
"Hapningzs";"Chinese, Indian, Tandoor, Biryani";"Kandivali borivali East";"4.7 ";"49";"0";"Not Available"
"Tandoor Cafe";"Beverages";"Kandivali East";"2.7 ";"33";"0";"Not Available"
"From The Wok";"Chinese";"Malad kan east";"4.7 ";"23";"20";"700"
"Little Cherry";"Desserts";"Malad Kan East";"4 ";"23";"0";"Not Available"
"Fizzy Thakur Village";"Beverages, Desserts, Fast Food";"Malad Kan East";"Not Available";"23";"0";"Not Available"
"Kulhad Rani";"Beverages, Snacks, Chinese";"Malad Kan East";"3.9 ";"27";"40";"200"
"Bottle Booth";"Beverages";"Malad Kan East";"2.8 ";"23";"0";"Not Available"
"99 Waffles";"Waffle, Desserts, Beverages";"Mahavir Nagar";"3.9 ";"31";"Not Available";"499"
"Akkad Bakkad Bombay Boom";"Fast Food, Italian, Beverages";"Kandivali East";"3.8 ";"33";"0";"Not Available"
"The Foodstagram";"Indian, Chinese, Biryani, Beverages";"Kandivali East";"4.3 ";"33";"20";"50"
"Dessero Cake Shop";"Bakery, Desserts, Waffle, Beverages, Burgers";"Borivali";"4.5 ";"42";"0";"Not Available"
"CHINA WOK";"Chinese, North Indian";"Dahisar";"Not Available";"46";"0";"Not Available"
"Chef's Corner";"Italian-American, Mexican, Snacks";"Jog Gor East";"Not Available";"52";"0";"Not Available"
"Tasty Corner";"Indian";"Malad Kan East";"Not Available";"40";"0";"Not Available"
"Effingut";"Continental, Italian";"Malad West";"Not Available";"47";"0";"Not Available"
"Swad deshi mataka";"Biryani, Indian";"Borivali East";"4.5 ";"45";"0";"Not Available"
"Crave Kitchen";"Burgers, Beverages, Snacks";"Malad Kan East";"Not Available";"24";"0";"Not Available"
"Boba And Mocha";"Beverages";"Malad Kan East";"4.8 ";"15";"0";"Not Available"
"Dharma's sandwich - Thakur Village";"Pizzas, North Indian, Grill, Beverages";"Kandivali East";"4.1 ";"31";"20";"50"
"Subhash Pan Bhandar And Coldrinks";"Paan";"Malad Kan East";"4.5 ";"21";"Not Available";"749"
"Santushti Shakes And More";"Desserts, Waffle, Ice Cream";"Malad Kan East";"4.5 ";"19";"0";"Not Available"
"Spicy Dajiba";"Indian, Snacks, Beverages";"EVERSHINE MILLANIUM PARADISE";"Not Available";"23";"20";"50"
"Shahi Caterers";"Biryani, Indian";"Borivali";"3.9 ";"31";"0";"Not Available"
"Janta Farsan And Sweets";"Sweets, Snacks, Indian";"Malad East";"4.4 ";"34";"0";"Not Available"
"Surti Egg Point";"Indian";"Borivali";"3.9 ";"34";"0";"Not Available"
"MH11 Assal Missal";"Street Food, Maharashtrian, Indian";"Dahisar";"4.1 ";"30";"20";"120"
"Momos Canteen";"Chinese, Tibetan";"Dahisar East ";"5 ";"38";"0";"Not Available"
"Nuvola Gelato";"Ice Cream";"Kandivali, Malad East";"4.6 ";"14";"0";"Not Available"
"Western Tadka";"Italian, North Indian, South Indian, Beverages, Snacks, American, Chinese, Salads, Rajasthani, Tandoor, Lebanese, Hyderabadi, Kebabs, Juices, Biryani";"Borivali West";"3.8 ";"39";"35";"175"
"Kanha Sweets Snacks And Dryfruit";"Snacks, Chaat, Sweets, Beverages, Desserts";"Borivali";"3.7 ";"34";"0";"Not Available"
"Momo Guy";"Chinese, Fast Food, Beverages";"Borivali";"3.7 ";"46";"Not Available";"449"
"# Vegan";"North Indian, Chinese";"Borivali";"4.7 ";"46";"Not Available";"449"
"Bhau Cha Dhakka";"Indian, Chinese, North Indian";"Dahisar West";"3.8 ";"50";"0";"Not Available"
"Viola Patisserie";"Desserts";"G2 GARNET PALLADIUM";"5 ";"50";"0";"Not Available"
"My Little Cafe";"Cafe, Pizzas";"Jog Gor East";"4 ";"53";"0";"Not Available"
"Hotel sekar";"South Indian";"Borivali";"4.8 ";"45";"0";"Not Available"
"Sultans Deli";"Arabian, Lebanese";"Malad West";"4.3 ";"57";"20";"100"
"MexiChino";"Mexican, Chinese";"Borivali West";"4.4 ";"41";"0";"Not Available"
"RTC 2 - Rolls and Chicken Grills";"Snacks, Fast Food, North Indian, Street Food";"Dahisar West";"4.1 ";"45";"Not Available";"449"
"Soda Frankie Hub";"Indian, Fast Food";"Malad Kan West";"4.1 ";"49";"0";"Not Available"
"SHEIK'S Shawarma";"Lebanese, Mediterranean, Arabian, Middle Eastern, Beverages, Desserts, Bakery, Jain";"Jog Gor East";"4.3 ";"47";"Not Available";"449"
"Mastee";"Italian, Continental";"Borivali West";"4 ";"53";"0";"Not Available"
"The Veg Treat Legacy";"Chinese, South Indian, Biryani, Indian";"Borivali";"4.4 ";"40";"10";"600"
"The China Kitchen";"Chinese, Indian";"Jog Gor East";"Not Available";"50";"0";"Not Available"
"Monopoly Restaurant & Juice House";"Continental, Beverages";"Malad West";"3.7 ";"51";"0";"Not Available"
"Laxmi Vilas";"North Indian, Chinese, Seafood";"Daftary Road";"4.3 ";"49";"15";"100"
"Pritam Fast Food";"Chinese, Beverages, South Indian, Indian, Fast Food";"Jog Gor East";"4.2 ";"44";"0";"Not Available"
"Smoothie Bar Inc";"Juices, Beverages";"Malad West";"4.1 ";"50";"Not Available";"499"
"Bombay Cycle Cafe";"Pizzas";"Borivali";"4.4 ";"45";"25";"125"
"White House Cafe";"Italian, Beverages";"Borivali";"4.1 ";"58";"Not Available";"999"
"Shuddhi";"North Indian, Chinese";"Malad West";"4.4 ";"61";"0";"Not Available"
"Muchhad Paanwala";"Paan";"Borivali West";"4.5 ";"44";"0";"Not Available"
"Parathas And Meals";"Indian";"Ganesh Chowk";"4.6 ";"58";"0";"Not Available"
"Bangalore Iyyangars Bakery";"Bakery";"Malad Kan West";"4.4 ";"45";"0";"Not Available"
"Suriya's Kitchen";"Thai, Chinese, Asian";"Borivali";"4.3 ";"53";"Not Available";"749"
"The Hangout Burger Hub";"Fast Food, Snacks, American";"Malad West";"4.5 ";"57";"0";"Not Available"
"The Grove Kitchen And Bar";"Indian";"Dahisar";"4 ";"49";"30";"150"
"SHREE SEVA FOODS";"Bakery, Desserts, Snacks";"Borivali";"Not Available";"53";"0";"Not Available"
"Aaradhya Family Chinese Corner";"Chinese";"Borivali West";"3.9 ";"47";"0";"Not Available"
"Sam Snacks";"Indian, South Indian";"Malad East";"4.6 ";"60";"0";"Not Available"
"Bollywood Burger & Waffles CO";"Indian";"Dahisar West";"3.9 ";"45";"Not Available";"449"
"Sweet Touch By Landmark";"Desserts, Sweets";"Malad Kan West";"3.7 ";"59";"Not Available";"599"
"Moktu";"Chinese";"Malad Kan West";"4.7 ";"56";"0";"Not Available"
"Natural juice center";"Beverages, Ice Cream";"Malad Kan West";"2.9 ";"46";"0";"Not Available"
"The Boat Club";"Indian, Thai";"Dahisar East";"4.3 ";"53";"0";"Not Available"
"Masala Mastee";"Maharashtrian, North Indian, Chinese, Fast Food";"Borivali West";"4.6 ";"50";"0";"Not Available"
"Hotel Navbharat";"Chinese, Indian, Beverages";"Malad East";"4.3 ";"45";"0";"Not Available"
"Coastal Food and Spirits";"Indian, Chinese";"Malad West";"4.4 ";"63";"0";"Not Available"
"Hotel Lotus Court";"Indian, Chinese";"Dahisar";"4.3 ";"54";"0";"Not Available"
"SoonLi Chinese Restaurant";"Chinese";"Malad West";"4.4 ";"60";"0";"Not Available"
"Raju's Asian Corner";"Indian, Chinese, Tandoor";"Borivali";"4.1 ";"41";"Not Available";"449"
"Maratha Biryani Center";"Biryani, Chinese, Mughlai, North Indian, Tandoor";"Jog Gor East";"4 ";"48";"0";"Not Available"
"Flag's Iii";"Indian, Continental, Chinese, Italian";"Borivali";"3.8 ";"49";"10";"1300"
"Aai Krupa Fast Food";"Snacks";"Borivali";"3.8 ";"42";"0";"Not Available"
"Ashoka Restaurant & Bar";"Indian";"Malad West";"4.3 ";"51";"0";"Not Available"
"Mizuna The Oriental Place";"Chinese, Fast Food, Snacks, Asian";"Kandivali West";"4.3 ";"60";"30";"150"
"Jaya's Kitchen";"Chinese, Indian";"Malad Kan West";"3.9 ";"49";"0";"Not Available"
"Crazy Cakes";"Desserts, Bakery";"Kandivali East";"Not Available";"28";"10";"159"
"Happy Moments";"Bakery";"Borivali";"Not Available";"32";"0";"Not Available"
"The Shivaay";"Indian, Chinese, Continental";"Kandivali East";"4 ";"34";"0";"Not Available"
"Bombay Sweets";"Sweets, Desserts";"Borivali";"3.5 ";"28";"0";"Not Available"
"Banglore Iyangar'S Bekery";"Bakery";"Dahisar";"4.6 ";"23";"0";"Not Available"
"Radha Krishna Hotel";"Indian, Tandoor";"Borivali";"3.6 ";"26";"0";"Not Available"
"Da Krem - Home of fresh baking.";"Bakery, Desserts";"Borivali";"4.2 ";"29";"0";"Not Available"
"Laxmi Sweets and Thaali";"North Indian";"Borivali";"4.6 ";"34";"0";"Not Available"
"Madhav Fast Food And juice Center";"Beverages, Indian, Fast Food, South Indian, Burgers, Pizzas, Snacks";"Borivali";"4.3 ";"34";"20";"350"
"Pooja Pav Bhaji And Snacks Corner";"Fast Food, Indian, Chinese";"Malad Kan East";"Not Available";"35";"50";"100"
"Shetty tea and snacks center";"Snacks, South Indian";"Malad Kan East";"4.2 ";"44";"0";"Not Available"
"Cherry & Chocolatte";"Bakery, Desserts";"Bandra West";"Not Available";"43";"20";"50"
"Maharaja Darbar";"North Indian, Chinese, South Indian, Burgers, Pizzas, Bakery, Beverages";"Gandhare Road";"Not Available";"41";"30";"150"
"Meal By Kilo";"North Indian, South Indian, Chinese";"Borivali";"3.9 ";"40";"0";"Not Available"
"Bhajiyawala & Co";"Indian, Italian-American, Continental, Lebanese";"Borivali West";"3.9 ";"40";"30";"150"
"North Punjabi Kitchen";"North Indian, Punjabi, Maharashtrian, Indian";"Kandivali East";"3.8 ";"41";"10";"40"
"Prasadam";"Indian";"Borivali";"3.4 ";"37";"0";"Not Available"
"Mumbai Fast Food";"Fast Food, Snacks, Pizzas, Beverages";"Borivali";"4.1 ";"39";"0";"Not Available"
"Joye's Pizzeria";"Chinese, Desserts, Burgers, Pizzas, Italian";"Kandivali East";"3.7 ";"38";"50";"100"
"Hotel Regency";"Chinese";"Jog Gor East";"Not Available";"28";"0";"Not Available"
"Savory Kitchen";"Indian, Bengali";"Borivali East";"4.2 ";"35";"0";"Not Available"
"Tavola restaurant";"Indian, Biryani, Chinese, Pizzas, Seafood";"Borivali";"4.3 ";"30";"0";"Not Available"
"Vijay Pure Veg";"Chinese";"Kandivali East";"4.6 ";"31";"0";"Not Available"
"Konkan Kubera";"Chinese, North Indian, Seafood";"Borivali";"4.1 ";"36";"0";"Not Available"
"Spaghetto";"Italian, Beverages";"Malad Kan East";"Not Available";"34";"50";"100"
"Froozo";"Pizzas, Beverages, Burgers, Desserts";"Malad West";"3.7 ";"50";"30";"150"
"Chinese Foodie";"Chinese, Thai";"Malad East";"3.7 ";"43";"40";"200"
"Chinese Katta";"Chinese, Snacks";"Dahisar";"Not Available";"47";"Not Available";"999"
"Cake Culture";"Bakery";"Borivali West";"2.6 ";"42";"0";"Not Available"
"Phat Fork Chinese";"Chinese, Asian, Thai";"Malad Kan West";"4.5 ";"55";"Not Available";"499"
"Yummy Shawarma";"Arabian, Burgers, Kebabs, Snacks, Beverages";"Malad Kan West";"Not Available";"45";"50";"250"
"Panda Momos";"Asian, Chinese, Tibetan, Beverages, Desserts";"Borivali";"3.9 ";"42";"Not Available";"449"
"The Chinese House";"Chinese";"Jog Gor East";"Not Available";"59";"Not Available";"999"
"London Dairy";"Punjabi";"Dahisar";"3.8 ";"36";"0";"Not Available"
"Pure Veg Bowls & Meals";"Healthy Food, Pizzas, North Indian, Thalis, Biryani, Chinese";"Gorai Road";"3 ";"36";"0";"Not Available"
"The Cake House";"Desserts";"Kandivali West";"3.8 ";"39";"0";"Not Available"
"Wack Waffles & Brownies";"Waffle, Bakery, Desserts, Beverages, Ice Cream";"Borivali";"4.1 ";"38";"Not Available";"449"
